Call Sign,Radio Service Code,License Holder,FRN,Sprint Equivalent,Block,MHz,POPs,MHz-POPs,License Effective,License Expires,Pending Applications,Tribal License,Lease ID,Lessee Name,Lessee Sprint Equivalent,Lease Commenced,Lease Expires,License Contact,License Email,License Phone
WLX676,ED,LOWNDES MIDDLE SCHOOL,0021046065,No,D,22.5,267345,6015262,11/13/2019,12/01/2029,No,No,L000033690,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,04/27/2029,Ken Overman,kenoverman@lowndes.k12.ga.us,(229)245-2250
WLX683,ED,BRANTLEY COUNTY BOARD OF EDUCATION,0004579678,No,C,22.5,229105,5154862,12/18/2018,11/12/2022,No,No,L000033598,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,11/12/2022,Read Carter,,(912)462-6176
WLX679,ED,High Plains Community Schools,0016051369,No,D,22.5,81298,1829205,11/06/2012,11/12/2022,No,No,L000005961,"Clearwire Spectrum Holdings II, LLC",Yes,11/07/2009,11/12/2022,Superintendent,,(402)765-2271
WLX682,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,D,22.5,751376,16905960,01/04/2013,09/30/2022,No,No,L000020092,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,09/30/2022,"Jose Luis Rodriguez, President",,(212)966-5660
WLX688,ED,"Central Texas Communications, Inc.",0004544219,No,B,24.0,21617,518808,12/10/2020,10/08/2022,No,No,No active leases,N/A,N/A,N/A,N/A,Jamey Wigley,jameyw@centexnet.com,(325)648-2237
WLX681,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,D,22.5,2391289,53804002,01/04/2013,09/30/2022,No,No,L000020084,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,09/30/2022,"Jose Luis Rodriguez, President",jlrodriguez@hitn.org,(212)966-5660
WLX684,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,D,22.5,1564624,35204040,01/04/2013,09/30/2022,No,No,L000020073,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,09/30/2022,"Jose Luis Rodriguez, President",,(212)966-5660
WLX686,ED,"Central Texas Communications, Inc.",0004544219,No,A,24.0,41942,1006608,12/10/2020,10/08/2022,No,No,No active leases,N/A,N/A,N/A,N/A,Jamey Wigley,jameyw@centexnet.com,(325)648-2237
WLX687,ED,Independent School District Number 2365,0007129471,No,G,22.5,189190,4256775,12/06/2012,10/13/2022,No,No,L000010206,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/13/2022,RON SWANBERG,swanberg@gfw.k12.mn.us,(507)834-6562
WLX691,ED,COLEMAN INDEPENDENT SCHOOL DISTRICT,0007487630,No,D,22.5,49408,1111680,05/15/2020,11/12/2022,No,No,L000022914,"Coleman County Telephone Cooperative, Inc.",No,01/10/2017,11/12/2022,Superintendent,,(325)625-3575
WLX690,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,B,22.5,1947947,43828808,01/04/2013,10/13/2022,No,No,L000020071,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/13/2022,"JOSE LUIS RODRIGUEZ, PRESIDENT",,(212)966-5660
WLX685,ED,"Central Texas Communications, Inc.",0004544219,No,C,24.0,54654,1311696,12/10/2020,08/10/2022,No,No,No active leases,N/A,N/A,N/A,N/A,Jamey Wigley,jameyw@centexnet.com,(325)648-2237
WLX692,ED,UNIFIED SCHOOL DISTRICT #392,0007083892,No,C,22.5,18002,405045,07/18/2013,10/13/2022,No,No,L000043890,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/13/2022,KEITH HALL,,(785)346-2145
WLX694,ED,"INSTRUCTIONAL TELECOMMUNICATIONS FOUNDATION, INC.",0006672034,No,G,22.5,2141344,48180240,10/25/2012,10/13/2022,No,No,L000000892,"Clearwire Spectrum Holdings II, LLC",Yes,08/24/2006,10/13/2022,John Schwartz,schwartz@usa.net,(303)532-2853
WLX689,ED,"Clarendon Foundation, Inc.",0006054613,No,C,22.5,339802,7645545,01/15/2021,01/11/2031,No,No,L000042870,"Rhino Communications, Inc.",No,01/20/2021,01/11/2031,,evan@clarendon.tv,(801)417-9599
WLX698,ED,EVANS COUNTY SCHOOL SYSTEM,0013339122,No,C,22.5,610227,13730108,09/27/2012,10/13/2022,No,No,L000006017,"Clearwire Spectrum Holdings II, LLC",Yes,11/21/2009,10/13/2022,,jcollins@evans.k12.ga.us,(912)739-3544
WLX700,ED,"Independent Spectrum Kansas, LLC",0018090548,No,C,22.5,88162,1983645,01/06/2022,10/28/2022,No,No,L000005424,"Clearwire Spectrum Holdings II, LLC",Yes,06/06/2009,10/28/2022,John Schwartz,schwartz@voqal.org,(303)442-2707
WLX702,ED,MCCRACKEN SCHOOL DISTRICT,0004562534,No,D,22.5,214132,4817970,11/07/2012,10/13/2022,No,No,L000004074,"Independent Spectrum Illinois, LLC",No,11/15/2008,10/13/2022,"NANCY WALDROP, SUPERINTENDENT",,(270)538-4000
WLX703,ED,HICO INDEPENDENT SCHOOL DISTRICT,0004249314,No,D,22.5,45073,1014142,11/13/2012,11/12/2022,No,No,L000038471,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,11/12/2022,"Jon Hartgraves, Superintendent",jhartgraves@hico-isd.net,(254)796-2181
WLX693,ED,CONCORDIA R-II SCHOOL DISTRICT,0007197064,No,C,22.5,166056,3736260,01/08/2013,10/13/2022,No,No,L000001717,"Clearwire Spectrum Holdings II, LLC",Yes,02/10/2007,10/13/2022,Superintendent,,(660)463-7235
WLX705,ED,SAINT MICHAEL'S COLLEGE,0014322440,No,D,22.5,149856,3371760,09/12/2012,07/15/2022,No,No,L000007798,"Independent Spectrum Northern Vermont, LLC",No,10/30/2010,07/15/2022,WILLIAM ANDERSON,wanderson@smcvt.edu,(802)654-2252
WLX701,ED,JOHN L COBLE ELEM SCHOOL,0007115181,No,D,22.5,367715,8273588,10/22/2012,10/13/2022,No,No,L000002382,"Clearwire Spectrum Holdings II, LLC",Yes,09/08/2007,10/13/2022,RICHARD STITZER,,(706)629-1578
WLX713,ED,Clearwire Spectrum Holdings III LLC,0018399998,Yes,G,22.5,131771,2964848,02/13/2022,10/28/2022,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WLX699,ED,"INSTRUCTIONAL TELECOMMUNICATIONS FOUNDATION, INC.",0006672034,No,C,22.5,1803189,40571752,09/05/2019,12/11/2022,No,No,L000000898,"Clearwire Spectrum Holdings II, LLC",Yes,08/24/2006,12/11/2022,John Schwartz,jschwartz@voqal.org,(303)532-2853
WLX695,ED,BLECKLEY COUNTY SCHOOLS,0007825524,No,C,22.5,495094,11139615,01/09/2013,12/15/2022,No,No,L000041217,"TDI Acquisition Sub, LLC",Yes,10/26/2021,11/12/2022,Jesse Peavy,jpeavy@bleckley.k12.ga.us,(478)934-2821
WLX710,ED,MT VERNON TOWNSHIP HS DISTRICT #201,0007075732,No,C,22.5,189378,4261005,12/19/2012,10/28/2022,No,No,L000019617,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/28/2022,ROBERT KNUTSON,rknutson@mvths.org,(618)246-5602
WLX714,ED,AUBURN-WASHBURN U.S.D. 437,0014221592,No,C,22.5,222206,4999635,02/01/2013,10/28/2022,No,No,L000045898,"Clearwire Spectrum Holdings II, LLC",Yes,02/10/2022,10/28/2022,DON WILLIAMS,,(785)339-4000
WLX704,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,G,22.5,2372142,53373195,01/04/2013,10/13/2022,No,No,L000020081,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/13/2022,"Jose Luis Rodriguez, President",,(212)966-5660
WLX706,ED,SAINT MICHAEL'S COLLEGE,0014322440,No,D,22.5,121775,2739938,09/12/2012,07/15/2022,No,No,L000007799,"Independent Spectrum Northern Vermont, LLC",No,10/30/2010,07/15/2022,WILLIAM ANDERSON,wanderson@smcvt.edu,(802)654-2252
WLX722,ED,CHAMPLAIN COLLEGE,0015960107,No,A,22.5,107211,2412248,02/08/2013,10/28/2022,No,No,No active leases,N/A,N/A,N/A,N/A,Chris North,cnorth@champlain.edu,(802)865-5432
WLX724,ED,"North American Catholic Educational Programming Foundation, Inc.",0006686018,No,D,22.5,584486,13150935,01/29/2020,10/28/2022,No,No,L000005708,"Clearwire Spectrum Holdings II, LLC",Yes,08/08/2009,10/28/2022,Mr. John Primeau,jprimeau@nacepf.net,(401)934-1100
WLX717,ED,Clearwire Spectrum Holdings III LLC,0018399998,Yes,D,22.5,126642,2849445,02/13/2022,10/28/2022,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WLX720,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,D,16.5,2105760,34745040,01/04/2013,10/28/2022,No,No,L000020083,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/28/2022,"JOSE LUIS RODRIGUEZ, PRESIDENT",,(212)966-5660
WLX708,ED,Meharry Medical College,0016591430,No,G,22.5,439045,9878512,11/06/2012,10/27/2022,No,No,L000042393,"WBSY Licensing, LLC",Yes,12/05/2020,10/27/2022,Benjamin E. Rawlins,,(615)327-6152
WLX718,ED,"Central Texas Communications, Inc.",0004544219,No,D,24.0,18741,449784,12/10/2020,10/28/2022,No,No,No active leases,N/A,N/A,N/A,N/A,Jamey Wigley,jameyw@centexnet.com,(325)648-2237
WLX709,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,B,22.5,1806423,40644518,01/04/2013,10/26/2022,No,No,L000020097,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/26/2022,"Jose Luis Rodriguez, President",,(212)966-5660
WLX726,ED,"North American Catholic Educational Programming Foundation, Inc.",0006686018,No,D,22.5,3890428,87534630,01/29/2020,10/28/2022,No,No,L000002361,"Clearwire Spectrum Holdings II, LLC",Yes,08/18/2007,10/28/2022,Mr. John Primeau,jprimeau@nacepf.net,(401)934-1100
WLX729,ED,SAINT MICHAEL'S COLLEGE,0014322440,No,D,22.5,67628,1521630,11/01/2012,07/15/2022,No,No,L000007800,"Independent Spectrum Northern Vermont, LLC",No,10/30/2010,07/15/2022,WILLIAM ANDERSON,wanderson@smcvt.edu,(802)654-2252
WLX728,ED,GEORGE MASON UNIVERSITY INSTRUCTIONAL FOUNDATION INC.,0002030708,No,C,22.5,824647,18554558,03/24/2016,10/28/2022,No,No,L000024443,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/28/2022,Julia Morelli,jmorelli@gmu.edu,(703)993-3100
WLX731,ED,Clearwire Spectrum Holdings III LLC,0018399998,Yes,B,22.5,115486,2598435,02/03/2022,10/29/2022,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8402
WLX736,ED,"MISSISSIPPI EDNET INSTITUTE, INC.",0004244844,No,D,22.5,362687,8160458,11/07/2012,10/29/2022,No,No,L000023409,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX735,ED,California Human Development,0007383433,No,D,6.0,2105760,12634560,11/18/2021,12/15/2022,No,No,L000007362,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,11/13/2022,Thomas Stuebner,thomas.stuebner@cahumandevelopment.org,(707)523-1155
WLX734,ED,Robinson Community Unit School District #2,0002786655,No,D,22.5,136501,3071272,12/03/2012,10/28/2022,No,No,L000003798,"Clearwire Spectrum Holdings II, LLC",Yes,07/08/2008,10/28/2022,"Josh Quick, Superintendent",jquick@robinsonschools.com,(618)544-7781
WLX725,ED,PANA COMMUNITY UNIT SCHOOL DISTRICT #8,0007076961,No,A,22.5,391984,8819640,11/21/2012,10/28/2022,No,No,L000002052,"NSAC, LLC",Yes,10/26/2021,10/28/2022,"DAVID R. LETT, SUPERINTENDENT",dlett@panaschools.com,(217)562-1500
WLX737,ED,YUBA COMMUNITY COLLEGE DISTRICT,0007116148,No,C,22.5,238187,5359208,02/04/2013,10/28/2022,No,No,L000008758,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/28/2022,MARTHA MILLS,MMILLS@YCCD.EDU,(530)740-4929
WLX732,ED,WAVERLY COMMUNITY UNIT SCHOOL DIST #6,0007077225,No,D,22.5,89416,2011860,11/21/2012,10/28/2022,No,No,L000005402,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,10/28/2022,"Debra Rust, Superintendent",,(217)435-8121
WLX741,ED,"Mississippi Ednet Institute, Inc.",0004244844,No,D,22.5,124594,2803365,11/07/2012,10/29/2022,No,No,L000023405,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX739,ED,SOUTH FORK SCHOOL DISTRICT #14,0007092984,No,D,22.5,391049,8798602,01/30/2013,11/19/2022,No,No,L000009741,"Rhino Communications, Inc.",No,07/17/2012,11/19/2022,"Ron Graham, SUPT.",rgraham@southforkschools.com,(217)237-4333
WLX742,ED,"Mississippi Ednet Institute, Inc.",0004244844,No,D,22.5,135724,3053790,11/07/2012,10/29/2022,No,No,L000023406,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX730,ED,EARLE SCHOOL DISTRICT,0007043250,No,B,22.5,86032,1935720,10/22/2012,10/28/2022,No,No,L000046088,SprintCom LLC,Yes,04/06/2022,10/28/2022,"Rickey Nicks, Superintendent",,(870)792-8486
WLX746,ED,"Mississippi Ednet Institute, Inc.",0004244844,No,D,22.5,77087,1734458,11/07/2012,10/29/2022,No,No,L000023414,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX745,ED,"Mississippi Ednet Institute, Inc.",0004244844,No,D,22.5,246446,5545035,11/07/2012,10/29/2022,No,No,L000023412,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX748,ED,"Mississippi Ednet Institute, Inc.",0004244844,No,D,22.5,255913,5758042,11/07/2012,10/29/2022,No,No,L000023407,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX750,ED,"MISSISSIPPI EDNET INSTITUTE, INC.",0004244844,No,D,22.5,143410,3226725,11/07/2012,10/29/2022,No,No,L000023411,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX740,ED,"Mississippi Ednet Institute, Inc.",0004244844,No,D,22.5,149890,3372525,11/07/2012,10/29/2022,No,No,L000023410,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX743,ED,TEXAS STATE TECHNICAL COLLEGE,0007936313,No,D,22.5,271229,6102652,10/24/2020,11/19/2022,No,No,L000040344,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,11/19/2022,Sharon Foster,contractadmin@tstc.edu,(956)364-4023
WLX752,ED,"HITN Spectrum, LLC",0006620348,No,C,11.5,96845,1113718,01/04/2013,10/29/2022,No,No,L000002526,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,10/29/2022,Jose Luis Rodriguez,jlrodriguez@hitn.org,(212)966-5660
WLX753,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,C,22.5,1057354,23790465,01/04/2013,10/29/2022,No,No,L000020090,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/29/2022,"JOSE LUIS RODRIGUEZ, PRESIDENT",jlrodriguez@hitn.org,(212)966-5660
WLX744,ED,"Mississippi Ednet Institute, Inc.",0004244844,No,D,22.5,569138,12805605,11/07/2012,10/29/2022,No,No,L000023413,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX754,ED,REGION III EDUCATION SERVICE CENTER,0001682004,No,D,22.5,211148,4750830,10/25/2012,10/29/2022,No,No,L000026537,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/29/2022,"Dr. Julius Cano, Executive Director",jcano@esc3.net,(361)573-0731
WLX738,ED,"Mississippi Ednet Institute, Inc.",0004244844,No,D,22.5,168326,3787335,11/07/2012,10/29/2022,No,No,L000023404,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX747,ED,LAREDO INDEPENDENT SCHOOL DISTRICT,0001668375,No,C,22.5,271229,6102652,02/28/2013,11/19/2022,No,No,L000042389,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,11/19/2022,"Miguel Munoa, Technology Director",,(956)795-3254
WLX751,ED,Danbury Independent School District,0014397483,No,G,22.5,329082,7404345,12/04/2012,11/19/2022,No,No,L000005155,"Clearwire Spectrum Holdings II, LLC",Yes,01/06/2009,11/19/2022,Superintendent,,(979)922-1218
WLX756,ED,"Central Texas Communications, Inc.",0004544219,No,C,24.0,16560,397440,12/10/2020,11/19/2022,No,No,No active leases,N/A,N/A,N/A,N/A,Jamey Wigley,jameyw@centexnet.com,(325)648-2237
WLX749,ED,"Mississippi Ednet Institute, Inc.",0004244844,No,D,22.5,80909,1820452,11/07/2012,10/29/2022,No,No,L000023408,"Cellular South Licenses, LLC",No,02/15/2017,10/29/2022,Ronnie Agnew,ronnie.agnew@mpbonline.org,(601)432-6565
WLX759,ED,"The Source For Learning, Inc.",0004063491,No,D,22.5,2473896,55662660,01/05/2018,11/19/2022,No,No,L000010203,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,11/19/2022,Lynn M. Rejniak,LRejniak@sflinc.org,(703)860-9200
WLX761,ED,WESTMINSTER CHRISTIAN ACADEMY,0007650401,No,G,22.5,245065,5513962,01/18/2013,11/30/2022,No,No,L000041869,"WBSY Licensing, LLC",Yes,07/29/2020,11/30/2022,Hoyt Whittington,,(337)948-8607
WLX755,ED,TEXAS A&M INTERNATIONAL UNIVERSITY,0007871072,No,A,22.5,271229,6102652,12/04/2012,11/19/2022,No,No,L000025152,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,11/19/2022,Leebrian E. Gaskins / OIT,networkservices@tamiu.edu,(956)326-2310
WLX764,ED,VALLEY VIEW INDEPENDENT SCHOOL DISTRICT,0007374309,No,C,11.0,271036,2981396,01/08/2013,12/11/2022,No,No,L000003797,"Clearwire Spectrum Holdings II, LLC",Yes,07/08/2008,12/11/2022,"William Stokes, Superintendent",wstokes@vvisd.net,(940)726-3659
WLX760,ED,Evangeline Parish School Board,0007656895,No,B,22.5,145102,3264795,01/08/2013,12/15/2022,No,No,L000000841,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,11/19/2022,John Deranger,john.deranger@epsb.com,(337)363-5527
WLX767,ED,ALTAMONT COMMUNITY  UNIT SCHOOL DISTRICT #10,0008324477,No,C,22.5,140291,3156548,12/10/2012,12/15/2022,No,No,L000004049,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,11/19/2022,"Jeff Fritchtnitch, Superintendent",jfritcht@altamont.k12.il.us,(618)483-6195
WLX758,ED,Clearwire Spectrum Holdings III LLC,0018399998,Yes,D,22.5,123833,2786242,02/14/2022,11/30/2022,No,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WLX766,ED,CHEROKEE COUNTY SCHOOL DISTRICT / ETOWAH HIGH SCHOOL,0020561841,No,C,22.5,659425,14837062,08/21/2020,12/23/2022,No,No,L000042987,"WBSY Licensing, LLC",Yes,01/27/2021,12/23/2022,Emergency Comm. Facilitator,police.admin@cherokeek12.net,(770)704-4346
WLX765,ED,"TDI Acquisition Sub, LLC",0017806084,Yes,G,22.5,616769,13877302,11/17/2021,12/17/2022,Yes,No,No active leases,N/A,N/A,N/A,N/A,FCC Regulatory Compliance,FCCRegulatoryComplianceContact@t-mobile.com,(425)383-8401
WLX773,ED,"THE NORTHERN ARIZONA UNIVERSITY FOUNDATION, INC.",0005024237,No,G,22.5,2390758,53792055,07/21/2015,09/28/2022,Yes,No,L000000292,"NSAC, LLC",Yes,10/26/2021,09/28/2022,Cheryl Heitz,cheryl.heitz@nau.edu,(928)523-3711
WLX775,ED,VICTORIA INDEPENDENT SCHOOL DISTRICT,0004249181,No,B,22.5,140757,3167032,02/22/2013,01/06/2023,No,No,L000002622,"NSAC, LLC",Yes,10/26/2021,01/06/2023,Randy Williams,randy.williams@visd.net,(361)788-9325
WLX768,ED,NORRIS CITY-OMAHA-ENFIELD CUSD #3,0007065865,No,G,22.5,191964,4319190,12/04/2012,11/19/2022,No,No,L000003765,"Fixed Wireless Holdings, LLC",Yes,10/23/2021,11/19/2022,"Cliff D. Karnes, Ed.D",cliffk_7@yahoo.com,(618)378-3222
WLX762,ED,PARKWAY LOCAL SCHOOLS,0006796833,No,D,22.5,321408,7231680,10/19/2021,06/11/2022,No,No,L000011870,W.A.T.C.H. TV Company,No,05/23/2014,06/11/2022,Superintendent,notices@corp.watchcomm.net,(419)363-3045
WLX779,ED,SANTA ANNA INDEPENDENT SCHOOL DISTRICT,0007556228,No,B,22.5,49408,1111680,05/15/2020,01/14/2023,No,No,L000020815,"Coleman County Telephone Cooperative, Inc.",No,09/24/2016,01/14/2023,SUPERINTENDENT,,(325)348-3136
WLX769,ED,JEFFERSON DAVIS PARISH SCHOOL BOARD,0012069019,No,G,22.5,301964,6794190,01/18/2013,12/23/2022,No,No,L000042286,"TDI Acquisition Sub, LLC",Yes,10/26/2021,12/23/2022,Bill Hebert,bill.hebert@jdpsbk12.org,(337)824-1834
WLX770,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,G,22.5,981377,22080982,12/16/2013,12/30/2023,No,No,L000020348,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,12/30/2023,"Jonathan Guerra, Esq.",Jguerra@hitn.org,(646)731-3630
WLX784,ED,"Views on Learning, Inc.",0006035380,No,A,22.5,266058,5986305,01/14/2020,01/14/2023,No,No,L000041408,"WBSY Licensing, LLC",Yes,04/24/2020,01/14/2023,Les Turner,licensing@viewsonlearning.org,(574)254-0814
WLX783,ED,UNIFIED SCHOOL DISTRICT #379,0007622335,No,A,22.5,143099,3219728,04/01/2013,01/14/2023,No,No,L000032827,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,01/14/2023,"Mike Folks, Superintendent",mikefolks@usd379.org,(785)632-3176
WLX776,ED,UNIFIED SCHOOL DISTRICT # 378,0006239602,No,B,22.5,143099,3219728,04/02/2013,01/14/2023,No,No,L000032969,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,01/14/2023,"Brad Starnes, Supt.",bstarnes@usd378.org,(785)485-4000
WLX772,ED,RUSH SPRINGS PUBLIC SCHOOLS,0007098627,No,B,22.5,128669,2895052,03/12/2014,01/28/2024,No,No,L000004125,"UW-Lindsay, LLC",No,11/26/2008,01/28/2024,Superintendent,,(580)476-3929
WLX777,ED,"LAREDO CATHOLIC COMMUNICATIONS, INC.",0008717555,No,G,22.5,271229,6102652,09/17/2013,10/02/2023,No,No,L000040349,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,10/02/2023,"BENNETT MCBRIDE, EVP",,(956)722-4167
WLX780,ED,"Daytona State College, Inc.",0004573416,No,G,22.5,588249,13235602,06/19/2019,01/08/2023,No,No,L000041907,SoniqWave Networks LLC,No,07/31/2020,01/08/2023,Larry Lowe,lowel@daytonastate.edu,(386)506-3508
WLX785,ED,Gilman City R-IV School District,0002491280,No,G,22.5,176741,3976672,07/09/2014,01/14/2023,No,No,L000043097,Sprint Spectrum LLC,Yes,03/11/2021,01/14/2023,Roger Alley,ralley@gilman.k12.mo.us,(660)876-5221
WLX786,ED,CHAMPLAIN COLLEGE,0015960107,No,A,22.5,90668,2040030,02/22/2013,01/14/2023,No,No,No active leases,N/A,N/A,N/A,N/A,Chris North,cnorth@champlain.edu,(802)865-5432
WLX787,ED,"The Source For Learning, Inc.",0004063491,No,G,11.5,2666196,30661254,01/05/2018,02/01/2023,No,No,L000002024,"Clearwire Spectrum Holdings II, LLC",Yes,06/02/2007,02/01/2023,Lynn M. Rejniak,LRejniak@sflinc.org,(703)860-9200
WLX792,ED,BAY CITY INDEPENDENT SCHOOL DISTRICT,0017200510,No,C,22.5,211064,4748940,03/12/2013,01/28/2023,No,No,L000002625,"NSAC, LLC",Yes,10/26/2021,01/28/2023,Richard Johnson,rcjohnson@bcblackcats.net,(979)245-5766
WLX788,ED,PIEDMONT ACADEMY INC,0007592603,No,B,22.5,266276,5991210,02/15/2013,01/14/2023,No,No,L000041400,"WBSY Licensing, LLC",Yes,04/16/2020,01/14/2023,"Anthony D. Tanner, Headmaster",tony_tanner@piedmontacademy.com,(706)468-8818
WLX789,ED,"UNIVERSITY OF MARYLAND, COLLEGE PARK",0007208515,No,C,22.5,2714676,61080210,03/26/2013,02/01/2023,No,No,L000043689,"WBSY Licensing, LLC",Yes,06/12/2021,02/01/2023,"Marty Ronning, Assistant Director",cronning@umd.edu,(301)405-4899
WLX795,ED,HEARD COUNTY SCHOOL SYSTEM,0003814068,No,G,22.5,375570,8450325,03/07/2013,02/09/2023,No,No,L000041041,"WBSY Licensing, LLC",Yes,03/12/2020,02/09/2023,ASST SUPERINTENDENT,,(706)625-1578
WLX800,ED,STOCKDALE INDEPENDENT SCHOOL DISTRICT,0008365900,No,B,22.5,72781,1637572,03/07/2013,02/05/2023,No,No,L000002495,"NSAC, LLC",Yes,10/26/2021,02/15/2023,Superintendent,,(830)966-3551
WLX790,ED,"HITN Spectrum, LLC",0006620348,No,G,11.0,2666196,29328156,02/22/2013,02/01/2023,No,No,L000003793,"Clearwire Spectrum Holdings II, LLC",Yes,07/08/2008,02/01/2023,Jose Luis Rodriguez,,(212)966-5660
WLX794,ED,"HITN Spectrum, LLC",0006620348,No,G,22.5,524296,11796660,10/17/2013,11/04/2023,No,No,L000000361,Clearwire Spectrum Holdings LLC,Yes,03/21/2006,11/04/2023,Jose L. Rodriguez,Jlrodriguez@hitn.org,(212)966-5660
WLX798,ED,MOULTON INDEPENDENT SCHOOL DISTRICT,0008365926,No,D,22.5,72783,1637618,03/26/2013,02/05/2023,No,No,L000043696,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,02/05/2023,Chad Rothbauer,CRothbauer@moultonisd.net,(361)596-4609
WLX793,ED,St. Anthony School,0007804289,No,D,22.5,152082,3421845,02/28/2020,02/05/2023,No,No,L000041870,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,02/05/2023,"Timothy P. Cullen, Head of School",tcullen@sasmaui.org,(808)244-4190
WLX796,ED,NEWTON COMMUNITY HIGH SCHOOL,0007946296,No,C,22.5,90049,2026102,03/07/2013,02/09/2023,No,No,L000003799,"Clearwire Spectrum Holdings II, LLC",Yes,07/08/2008,02/09/2023,Superintendent,dwcox@jccu1.org,(618)783-8459
WLX806,ED,"Hispanic Information and Telecommunications Network, Inc.",0006620348,No,G,22.5,169241,3807922,03/15/2022,03/13/2032,No,No,L000020078,Clearwire Spectrum Holdings III LLC,Yes,10/26/2021,05/01/2026,Jonathan Guerra,jguerra@hitn.org,(212)966-5660
WLX799,ED,YOAKUM INDEPENDENT SCHOOL DISTRICT,0008365918,No,C,22.5,84885,1909912,03/08/2013,02/05/2023,No,No,L000043658,Clearwire Spectrum Holdings III LLC,Yes,05/29/2021,02/05/2023,"Tom Kelley, Superintendent",tkelley@yoakumisd.net,(361)293-3162
